"make","model","trim","year","vin","highlights","basic_data","prices"
"Ford","Explorer","XLT","2022","1FMSK8DH9NGA30951","{""doors"": ""4"", ""seats"": ""6"", ""carType"": [""Crossover"", ""SUV"", ""Small SUV""], ""moonroof"": false, ""cylinders"": ""4"", ""cargoSpace"": ""18.2"", ""drive_type"": ""AWD"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": false, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""18.0 x 7.5"", ""transmissionType"": ""A"", ""engine_displacement"": ""2.3"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""20"", ""fuel_consumption_highway"": ""26""}","{""make"": ""Ford"", ""trim"": ""XLT"", ""year"": ""2022"", ""doors"": ""4"", ""model"": ""Explorer"", ""style"": ""AWD XLT 4dr SUV"", ""source"": ""DataOne"", ""body_type"": ""SUV"", ""fuel_type"": ""G"", ""oem_doors"": ""4"", ""drive_type"": ""AWD"", ""engine_code"": ""99H"", ""body_subtype"": null, ""model_number"": ""K8D"", ""package_code"": ""200A,202A"", ""vehicle_type"": ""SUV"", ""is_chrome_make"": false, ""oem_body_style"": ""SUV"", ""bed_length_foot"": null}","{""MSRP"": 48570, ""invoice"": 46627, ""estimatedPackagesMSRP"": 0, ""estimatedPackagesInvoice"": 0}"
"Nissan","Rogue","SL","2023","5N1BT3CB8PC866726","{""doors"": ""4"", ""seats"": ""5"", ""carType"": [""Crossover"", ""Hatchback""], ""moonroof"": false, ""cylinders"": ""3"", ""cargoSpace"": """", ""drive_type"": ""All Wheel Drive"", ""navigation"": true, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": true, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""19 X 7.5"", ""transmissionType"": ""CVT w/OD"", ""engine_displacement"": ""1.5"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""28"", ""fuel_consumption_highway"": ""34""}","{""make"": ""Nissan"", ""trim"": ""SL"", ""year"": ""2023"", ""doors"": ""4"", ""model"": ""Rogue"", ""style"": ""AWD SL"", ""source"": ""Chrome"", ""body_type"": ""AWD SL"", ""fuel_type"": ""Gasoline Fuel"", ""oem_doors"": ""4"", ""drive_type"": ""All Wheel Drive"", ""engine_code"": """", ""body_subtype"": ""4WD Sport Utility Vehicles"", ""model_number"": ""29413"", ""package_code"": """", ""vehicle_type"": ""Sport Utility"", ""is_chrome_make"": true, ""oem_body_style"": ""Sport Utility"", ""bed_length_foot"": """"}","{""MSRP"": 41700, ""invoice"": 39536, ""estimatedPackagesMSRP"": 4410, ""estimatedPackagesInvoice"": 3831}"
"Ram","2500","Laramie","2022","3C6UR5KL0NG392287","{""doors"": ""4"", ""seats"": ""5"", ""carType"": [""Truck""], ""moonroof"": false, ""cylinders"": ""6"", ""cargoSpace"": """", ""drive_type"": ""Four Wheel Drive"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": true, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""20 X 8"", ""transmissionType"": ""Automatic w/OD"", ""engine_displacement"": ""6.7"", ""entertainmentScreen"": false, ""fuel_consumption_city"": null, ""fuel_consumption_highway"": null}","{""make"": ""Ram"", ""trim"": ""Laramie"", ""year"": ""2022"", ""doors"": ""4"", ""model"": ""2500"", ""style"": ""Laramie 4x4 Crew Cab 8 Box"", ""source"": ""Chrome"", ""body_type"": ""Laramie 4x4 Crew Cab 8 Box"", ""fuel_type"": ""Diesel Fuel"", ""oem_doors"": ""4"", ""drive_type"": ""Four Wheel Drive"", ""engine_code"": ""ETL"", ""body_subtype"": ""4WD Standard Pickup Trucks"", ""model_number"": ""DJ7P92"", ""package_code"": """", ""vehicle_type"": ""Crew Cab Pickup - Long Bed"", ""is_chrome_make"": true, ""oem_body_style"": ""Crew Cab Pickup - Long Bed"", ""bed_length_foot"": """"}","{""MSRP"": 80630, ""invoice"": 75636, ""estimatedPackagesMSRP"": 17445, ""estimatedPackagesInvoice"": 16051}"
"Lexus","IS 350","F SPORT","2023","JTHGZ1E2XP5031885","{""doors"": ""4"", ""seats"": ""5"", ""carType"": [""Luxury"", ""Compact"", ""Sedan"", ""Small Sedan""], ""moonroof"": false, ""cylinders"": ""6"", ""cargoSpace"": ""10.8"", ""drive_type"": ""AWD"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": false, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""19.0 x 9.5"", ""transmissionType"": ""A"", ""engine_displacement"": ""3.5"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""19"", ""fuel_consumption_highway"": ""26""}","{""make"": ""Lexus"", ""trim"": ""F SPORT"", ""year"": ""2023"", ""doors"": ""4"", ""model"": ""IS 350"", ""style"": ""AWD F SPORT 4dr Sedan"", ""source"": ""DataOne"", ""body_type"": ""Sedan"", ""fuel_type"": ""G"", ""oem_doors"": ""4"", ""drive_type"": ""AWD"", ""engine_code"": ""2GR-FKS"", ""body_subtype"": null, ""model_number"": ""9516"", ""package_code"": null, ""vehicle_type"": ""Car"", ""is_chrome_make"": false, ""oem_body_style"": ""Sedan"", ""bed_length_foot"": null}","{""MSRP"": 52720, ""invoice"": 49686, ""estimatedPackagesMSRP"": 0, ""estimatedPackagesInvoice"": 0}"
"Genesis","G80","3.5T Sport","2023","KMTGB4SD1PU185700","{""doors"": ""4"", ""seats"": ""5"", ""carType"": [""Luxury"", ""Sedan""], ""moonroof"": false, ""cylinders"": ""6"", ""cargoSpace"": """", ""drive_type"": ""All Wheel Drive"", ""navigation"": true, ""seatCooling"": true, ""seatHeating"": true, ""keylessEntry"": true, ""headsupDisplay"": true, ""rearViewCamera"": true, ""wheel_diameter"": ""20 X 8.5"", ""transmissionType"": ""Automatic w/OD"", ""engine_displacement"": ""3.5"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""16"", ""fuel_consumption_highway"": ""25""}","{""make"": ""Genesis"", ""trim"": ""3.5T Sport"", ""year"": ""2023"", ""doors"": ""4"", ""model"": ""G80"", ""style"": ""3.5T Sport AWD"", ""source"": ""Chrome"", ""body_type"": ""3.5T Sport AWD"", ""fuel_type"": ""Gasoline Fuel"", ""oem_doors"": ""4"", ""drive_type"": ""All Wheel Drive"", ""engine_code"": """", ""body_subtype"": ""4-door Large Passenger Car"", ""model_number"": ""S1472A65"", ""package_code"": """", ""vehicle_type"": ""4dr Car"", ""is_chrome_make"": true, ""oem_body_style"": ""4dr Car"", ""bed_length_foot"": """"}","{""MSRP"": 74805, ""invoice"": 72063, ""estimatedPackagesMSRP"": 7930, ""estimatedPackagesInvoice"": 7476}"
"Nissan","Pathfinder","S","2024","5N1DR3AC4RC200453","{""doors"": ""4"", ""seats"": ""8"", ""carType"": [""SUV"", ""Small SUV""], ""moonroof"": false, ""cylinders"": ""6"", ""cargoSpace"": ""16.6"", ""drive_type"": ""AWD"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": false, ""keylessEntry"": false, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""18.0 x 8.0"", ""transmissionType"": ""A"", ""engine_displacement"": ""3.5"", ""entertainmentScreen"": false, ""fuel_consumption_city"": null, ""fuel_consumption_highway"": null}","{""make"": ""Nissan"", ""trim"": ""S"", ""year"": ""2024"", ""doors"": ""4"", ""model"": ""Pathfinder"", ""style"": ""AWD S 4dr SUV"", ""source"": ""DataOne"", ""body_type"": ""SUV"", ""fuel_type"": ""G"", ""oem_doors"": ""4"", ""drive_type"": ""AWD"", ""engine_code"": ""VQ35DD"", ""body_subtype"": null, ""model_number"": ""25014"", ""package_code"": null, ""vehicle_type"": ""SUV"", ""is_chrome_make"": true, ""oem_body_style"": ""SUV"", ""bed_length_foot"": null}","{""MSRP"": 39545, ""invoice"": 37162, ""estimatedPackagesMSRP"": 0, ""estimatedPackagesInvoice"": 0}"
"Hyundai","Venue","SEL","2023","KMHRC8A38PU244046","{""doors"": ""4"", ""seats"": ""5"", ""carType"": [""Crossover"", ""Hatchback""], ""moonroof"": true, ""cylinders"": ""4"", ""cargoSpace"": """", ""drive_type"": ""Front Wheel Drive"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": false, ""keylessEntry"": true, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""17 X 6.5"", ""transmissionType"": ""CVT w/OD"", ""engine_displacement"": ""1.6"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""29"", ""fuel_consumption_highway"": ""33""}","{""make"": ""Hyundai"", ""trim"": ""SEL"", ""year"": ""2023"", ""doors"": ""4"", ""model"": ""Venue"", ""style"": ""SEL IVT"", ""source"": ""Chrome"", ""body_type"": ""IVT"", ""fuel_type"": ""Gasoline Fuel"", ""oem_doors"": ""4"", ""drive_type"": ""Front Wheel Drive"", ""engine_code"": """", ""body_subtype"": ""4-door Mid-Size Passenger Car"", ""model_number"": ""30422F45"", ""package_code"": """", ""vehicle_type"": ""Sport Utility"", ""is_chrome_make"": true, ""oem_body_style"": ""Sport Utility"", ""bed_length_foot"": """"}","{""MSRP"": 23180, ""invoice"": 22620, ""estimatedPackagesMSRP"": 650, ""estimatedPackagesInvoice"": 520}"
"Kia","Sorento","SX","2023","5XYRKDLF3PG182533","{""doors"": ""4"", ""seats"": ""6"", ""carType"": [""Crossover"", ""SUV"", ""Small SUV""], ""moonroof"": false, ""cylinders"": ""4"", ""cargoSpace"": """", ""drive_type"": ""All Wheel Drive"", ""navigation"": true, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": true, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""20 X 8.5"", ""transmissionType"": ""Auto-Shift Manual w/OD"", ""engine_displacement"": ""2.5"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""22"", ""fuel_consumption_highway"": ""27""}","{""make"": ""Kia"", ""trim"": ""SX"", ""year"": ""2023"", ""doors"": ""4"", ""model"": ""Sorento"", ""style"": ""SX AWD"", ""source"": ""Chrome"", ""body_type"": ""SX AWD"", ""fuel_type"": ""Gasoline Fuel"", ""oem_doors"": ""4"", ""drive_type"": ""All Wheel Drive"", ""engine_code"": """", ""body_subtype"": ""4WD Sport Utility Vehicles"", ""model_number"": ""76472"", ""package_code"": """", ""vehicle_type"": ""Sport Utility"", ""is_chrome_make"": true, ""oem_body_style"": ""Sport Utility"", ""bed_length_foot"": """"}","{""MSRP"": 41940, ""invoice"": 40681, ""estimatedPackagesMSRP"": 55, ""estimatedPackagesInvoice"": 46}"
"GMC","Acadia","AT4","2023","1GKKNLLS5PZ194706","{""doors"": ""4"", ""seats"": ""6"", ""carType"": [""Crossover"", ""SUV""], ""moonroof"": false, ""cylinders"": ""6"", ""cargoSpace"": """", ""drive_type"": ""All Wheel Drive"", ""navigation"": true, ""seatCooling"": true, ""seatHeating"": true, ""keylessEntry"": true, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""17"", ""transmissionType"": ""A"", ""engine_displacement"": ""3.6"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""19"", ""fuel_consumption_highway"": ""26""}","{""make"": ""GMC"", ""trim"": ""AT4"", ""year"": ""2023"", ""doors"": ""4"", ""model"": ""Acadia"", ""style"": ""AWD 4dr AT4"", ""source"": ""Chrome"", ""body_type"": ""AWD 4dr AT4"", ""fuel_type"": ""Gasoline Fuel"", ""oem_doors"": ""4"", ""drive_type"": ""All Wheel Drive"", ""engine_code"": ""LGX"", ""body_subtype"": ""4WD Sport Utility Vehicles"", ""model_number"": ""TNC26"", ""package_code"": """", ""vehicle_type"": ""Sport Utility"", ""is_chrome_make"": true, ""oem_body_style"": ""Sport Utility"", ""bed_length_foot"": """"}","{""MSRP"": 48540, ""invoice"": 46207, ""estimatedPackagesMSRP"": 3785, ""estimatedPackagesInvoice"": 3444.35}"
"Kia","Sorento","SX","2022","5XYRK4LF2NG152646","{""doors"": ""4"", ""seats"": ""6"", ""carType"": [""Crossover"", ""SUV"", ""Small SUV""], ""moonroof"": false, ""cylinders"": ""4"", ""cargoSpace"": """", ""drive_type"": ""Front Wheel Drive"", ""navigation"": true, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": true, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""20 X 8.5"", ""transmissionType"": ""Auto-Shift Manual w/OD"", ""engine_displacement"": ""2.5"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""22"", ""fuel_consumption_highway"": ""29""}","{""make"": ""Kia"", ""trim"": ""SX"", ""year"": ""2022"", ""doors"": ""4"", ""model"": ""Sorento"", ""style"": ""SX FWD"", ""source"": ""Chrome"", ""body_type"": ""SX FWD"", ""fuel_type"": ""Gasoline Fuel"", ""oem_doors"": ""4"", ""drive_type"": ""Front Wheel Drive"", ""engine_code"": """", ""body_subtype"": ""2WD Sport Utility Vehicles"", ""model_number"": ""76282"", ""package_code"": """", ""vehicle_type"": ""Sport Utility"", ""is_chrome_make"": true, ""oem_body_style"": ""Sport Utility"", ""bed_length_foot"": """"}","{""MSRP"": 40465, ""invoice"": 39004, ""estimatedPackagesMSRP"": 880, ""estimatedPackagesInvoice"": 767}"
"Nissan","Pathfinder","SV","2024","5N1DR3BC5RC202372","{""doors"": ""4"", ""seats"": ""8"", ""carType"": [""SUV"", ""Small SUV""], ""moonroof"": false, ""cylinders"": ""6"", ""cargoSpace"": """", ""drive_type"": ""Four Wheel Drive"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": true, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""18 X 8"", ""transmissionType"": ""Automatic w/OD"", ""engine_displacement"": ""3.5"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""21"", ""fuel_consumption_highway"": ""27""}","{""make"": ""Nissan"", ""trim"": ""SV"", ""year"": ""2024"", ""doors"": ""4"", ""model"": ""Pathfinder"", ""style"": ""SV 4WD"", ""source"": ""Chrome"", ""body_type"": ""SV 4WD"", ""fuel_type"": ""Gasoline Fuel"", ""oem_doors"": ""4"", ""drive_type"": ""Four Wheel Drive"", ""engine_code"": """", ""body_subtype"": ""4WD Sport Utility Vehicles"", ""model_number"": ""25214"", ""package_code"": """", ""vehicle_type"": ""Sport Utility"", ""is_chrome_make"": true, ""oem_body_style"": ""Sport Utility"", ""bed_length_foot"": """"}","{""MSRP"": 43230, ""invoice"": 40577, ""estimatedPackagesMSRP"": 0, ""estimatedPackagesInvoice"": 0}"
"Nissan","Pathfinder","SV","2024","5N1DR3BC6RC209153","{""doors"": ""4"", ""seats"": ""8"", ""carType"": [""SUV"", ""Small SUV""], ""moonroof"": false, ""cylinders"": ""6"", ""cargoSpace"": """", ""drive_type"": ""Four Wheel Drive"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": true, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""18 X 8"", ""transmissionType"": ""Automatic w/OD"", ""engine_displacement"": ""3.5"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""21"", ""fuel_consumption_highway"": ""27""}","{""make"": ""Nissan"", ""trim"": ""SV"", ""year"": ""2024"", ""doors"": ""4"", ""model"": ""Pathfinder"", ""style"": ""SV 4WD"", ""source"": ""Chrome"", ""body_type"": ""4WD"", ""fuel_type"": ""Gasoline Fuel"", ""oem_doors"": ""4"", ""drive_type"": ""Four Wheel Drive"", ""engine_code"": """", ""body_subtype"": ""4WD Sport Utility Vehicles"", ""model_number"": ""25214"", ""package_code"": """", ""vehicle_type"": ""Sport Utility"", ""is_chrome_make"": true, ""oem_body_style"": ""Sport Utility"", ""bed_length_foot"": """"}","{""MSRP"": 43575, ""invoice"": 40875, ""estimatedPackagesMSRP"": 1315, ""estimatedPackagesInvoice"": 1138}"
"Chevrolet","Silverado 1500","Custom","2022","3GCPABEK2NG587242","{""doors"": ""4"", ""seats"": ""6"", ""carType"": [""Truck""], ""moonroof"": false, ""cylinders"": ""4"", ""cargoSpace"": """", ""drive_type"": ""Rear Wheel Drive"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": false, ""keylessEntry"": true, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""20 x 9"", ""transmissionType"": ""A"", ""engine_displacement"": ""2.7"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""19"", ""fuel_consumption_highway"": ""22""}","{""make"": ""Chevrolet"", ""trim"": ""Custom"", ""year"": ""2022"", ""doors"": ""4"", ""model"": ""Silverado 1500"", ""style"": ""2WD Crew Cab 147\"" Custom"", ""source"": ""Chrome"", ""body_type"": ""2WD Crew Cab 147\"" Custom"", ""fuel_type"": ""Gasoline Fuel"", ""oem_doors"": ""4"", ""drive_type"": ""Rear Wheel Drive"", ""engine_code"": ""L3B"", ""body_subtype"": ""2WD Standard Pickup Trucks"", ""model_number"": ""CC10543"", ""package_code"": """", ""vehicle_type"": ""Crew Cab Pickup - Short Bed"", ""is_chrome_make"": true, ""oem_body_style"": ""Crew Cab Pickup - Short Bed"", ""bed_length_foot"": """"}","{""MSRP"": 44515, ""invoice"": 43179, ""estimatedPackagesMSRP"": 320, ""estimatedPackagesInvoice"": 291.2}"
"Mercedes-Benz","C-Class","AMG C 43","2023","W1KAF8HB5PR136269","{""doors"": ""4"", ""seats"": ""5"", ""carType"": [""Luxury"", ""Sport"", ""Compact"", ""Sedan"", ""Small Sedan""], ""moonroof"": true, ""cylinders"": ""4"", ""cargoSpace"": ""12.6"", ""drive_type"": ""AWD"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": false, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""18.0 x 8.0"", ""transmissionType"": ""A"", ""engine_displacement"": ""2.0"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""19"", ""fuel_consumption_highway"": ""26""}","{""make"": ""Mercedes-Benz"", ""trim"": ""AMG C 43"", ""year"": ""2023"", ""doors"": ""4"", ""model"": ""C-Class"", ""style"": ""AWD AMG C 43 4MATIC 4dr Sedan"", ""source"": ""DataOne"", ""body_type"": ""Sedan"", ""fuel_type"": ""G"", ""oem_doors"": ""4"", ""drive_type"": ""AWD"", ""engine_code"": ""M139"", ""body_subtype"": null, ""model_number"": ""C43W4"", ""package_code"": null, ""vehicle_type"": ""Car"", ""is_chrome_make"": false, ""oem_body_style"": ""Sedan"", ""bed_length_foot"": null}","{""MSRP"": 68375, ""invoice"": 65418, ""estimatedPackagesMSRP"": 0, ""estimatedPackagesInvoice"": 0}"
"Nissan","Pathfinder","SV","2024","5N1DR3BC2RC204001","{""doors"": ""4"", ""seats"": ""8"", ""carType"": [""SUV"", ""Small SUV""], ""moonroof"": false, ""cylinders"": ""6"", ""cargoSpace"": """", ""drive_type"": ""Four Wheel Drive"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": true, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""18 X 8"", ""transmissionType"": ""Automatic w/OD"", ""engine_displacement"": ""3.5"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""21"", ""fuel_consumption_highway"": ""27""}","{""make"": ""Nissan"", ""trim"": ""SV"", ""year"": ""2024"", ""doors"": ""4"", ""model"": ""Pathfinder"", ""style"": ""SV 4WD"", ""source"": ""Chrome"", ""body_type"": ""SV 4WD"", ""fuel_type"": ""Gasoline Fuel"", ""oem_doors"": ""4"", ""drive_type"": ""Four Wheel Drive"", ""engine_code"": """", ""body_subtype"": ""4WD Sport Utility Vehicles"", ""model_number"": ""25214"", ""package_code"": """", ""vehicle_type"": ""Sport Utility"", ""is_chrome_make"": true, ""oem_body_style"": ""Sport Utility"", ""bed_length_foot"": """"}","{""MSRP"": 43225, ""invoice"": 40562, ""estimatedPackagesMSRP"": 0, ""estimatedPackagesInvoice"": 0}"
"Land Rover","Defender","110 S","2023","SALEJ7EX7P2187231","{""doors"": ""4"", ""seats"": ""5"", ""carType"": [""Luxury"", ""SUV""], ""moonroof"": false, ""cylinders"": ""4"", ""cargoSpace"": ""34.0"", ""drive_type"": ""AWD"", ""navigation"": true, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": false, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""19.0 x 8.0"", ""transmissionType"": ""A"", ""engine_displacement"": ""2.0"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""17"", ""fuel_consumption_highway"": ""20""}","{""make"": ""Land Rover"", ""trim"": ""110 S"", ""year"": ""2023"", ""doors"": ""4"", ""model"": ""Defender"", ""style"": ""AWD 110 S 4dr SUV"", ""source"": ""DataOne"", ""body_type"": ""SUV"", ""fuel_type"": ""G"", ""oem_doors"": ""4"", ""drive_type"": ""AWD"", ""engine_code"": null, ""body_subtype"": null, ""model_number"": ""AC663"", ""package_code"": ""351CA"", ""vehicle_type"": ""SUV"", ""is_chrome_make"": false, ""oem_body_style"": ""SUV"", ""bed_length_foot"": null}","{""MSRP"": 67615, ""invoice"": 65318, ""estimatedPackagesMSRP"": 0, ""estimatedPackagesInvoice"": 0}"
"Nissan","Pathfinder","SV","2024","5N1DR3BC3RC215959","{""doors"": ""4"", ""seats"": ""8"", ""carType"": [""SUV"", ""Small SUV""], ""moonroof"": false, ""cylinders"": ""6"", ""cargoSpace"": ""16.6"", ""drive_type"": ""AWD"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": false, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""18.0 x 8.0"", ""transmissionType"": ""A"", ""engine_displacement"": ""3.5"", ""entertainmentScreen"": false, ""fuel_consumption_city"": null, ""fuel_consumption_highway"": null}","{""make"": ""Nissan"", ""trim"": ""SV"", ""year"": ""2024"", ""doors"": ""4"", ""model"": ""Pathfinder"", ""style"": ""AWD SV 4dr SUV"", ""source"": ""DataOne"", ""body_type"": ""SUV"", ""fuel_type"": ""G"", ""oem_doors"": ""4"", ""drive_type"": ""AWD"", ""engine_code"": ""VQ35DD"", ""body_subtype"": null, ""model_number"": ""25214"", ""package_code"": null, ""vehicle_type"": ""SUV"", ""is_chrome_make"": true, ""oem_body_style"": ""SUV"", ""bed_length_foot"": null}","{""MSRP"": 43570, ""invoice"": 40469, ""estimatedPackagesMSRP"": 0, ""estimatedPackagesInvoice"": 0}"
"Hyundai","Venue","SEL","2023","KMHRC8A34PU243914","{""doors"": ""4"", ""seats"": ""5"", ""carType"": [""Crossover"", ""Hatchback""], ""moonroof"": true, ""cylinders"": ""4"", ""cargoSpace"": """", ""drive_type"": ""Front Wheel Drive"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": false, ""keylessEntry"": true, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""17 X 6.5"", ""transmissionType"": ""CVT w/OD"", ""engine_displacement"": ""1.6"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""29"", ""fuel_consumption_highway"": ""33""}","{""make"": ""Hyundai"", ""trim"": ""SEL"", ""year"": ""2023"", ""doors"": ""4"", ""model"": ""Venue"", ""style"": ""SEL IVT"", ""source"": ""Chrome"", ""body_type"": ""IVT"", ""fuel_type"": ""Gasoline Fuel"", ""oem_doors"": ""4"", ""drive_type"": ""Front Wheel Drive"", ""engine_code"": """", ""body_subtype"": ""4-door Mid-Size Passenger Car"", ""model_number"": ""30422F45"", ""package_code"": """", ""vehicle_type"": ""Sport Utility"", ""is_chrome_make"": true, ""oem_body_style"": ""Sport Utility"", ""bed_length_foot"": """"}","{""MSRP"": 23295, ""invoice"": 22712, ""estimatedPackagesMSRP"": 560, ""estimatedPackagesInvoice"": 448}"
"Nissan","Pathfinder","SV","2024","5N1DR3BC1RC205902","{""doors"": ""4"", ""seats"": ""8"", ""carType"": [""SUV"", ""Small SUV""], ""moonroof"": false, ""cylinders"": ""6"", ""cargoSpace"": """", ""drive_type"": ""Four Wheel Drive"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": true, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""18 X 8"", ""transmissionType"": ""Automatic w/OD"", ""engine_displacement"": ""3.5"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""21"", ""fuel_consumption_highway"": ""27""}","{""make"": ""Nissan"", ""trim"": ""SV"", ""year"": ""2024"", ""doors"": ""4"", ""model"": ""Pathfinder"", ""style"": ""SV 4WD"", ""source"": ""Chrome"", ""body_type"": ""SV 4WD"", ""fuel_type"": ""Gasoline Fuel"", ""oem_doors"": ""4"", ""drive_type"": ""Four Wheel Drive"", ""engine_code"": """", ""body_subtype"": ""4WD Sport Utility Vehicles"", ""model_number"": ""25214"", ""package_code"": """", ""vehicle_type"": ""Sport Utility"", ""is_chrome_make"": true, ""oem_body_style"": ""Sport Utility"", ""bed_length_foot"": """"}","{""MSRP"": 43570, ""invoice"": 40860, ""estimatedPackagesMSRP"": 1705, ""estimatedPackagesInvoice"": 1473}"
"Nissan","Altima","2.5 SR","2023","1N4BL4CW6PN322930","{""doors"": ""4"", ""seats"": ""5"", ""carType"": [""Small Sedan"", ""Sedan""], ""moonroof"": true, ""cylinders"": ""4"", ""cargoSpace"": """", ""drive_type"": ""All Wheel Drive"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": true, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""19 X 8"", ""transmissionType"": ""CVT w/OD"", ""engine_displacement"": ""2.5"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""25"", ""fuel_consumption_highway"": ""35""}","{""make"": ""Nissan"", ""trim"": ""2.5 SR"", ""year"": ""2023"", ""doors"": ""4"", ""model"": ""Altima"", ""style"": ""2.5 SR AWD Sedan"", ""source"": ""Chrome"", ""body_type"": ""2.5 SR AWD Sedan"", ""fuel_type"": ""Gasoline Fuel"", ""oem_doors"": ""4"", ""drive_type"": ""All Wheel Drive"", ""engine_code"": """", ""body_subtype"": ""4-door Mid-Size Passenger Car"", ""model_number"": ""13413"", ""package_code"": """", ""vehicle_type"": ""4dr Car"", ""is_chrome_make"": true, ""oem_body_style"": ""4dr Car"", ""bed_length_foot"": """"}","{""MSRP"": 34900, ""invoice"": 32318, ""estimatedPackagesMSRP"": 4815, ""estimatedPackagesInvoice"": 4211}"
"Nissan","Pathfinder","SL","2024","5N1DR3CA4RC214591","{""doors"": ""4"", ""seats"": ""8"", ""carType"": [""SUV"", ""Small SUV""], ""moonroof"": false, ""cylinders"": ""6"", ""cargoSpace"": ""16.6"", ""drive_type"": ""FWD"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": false, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""18.0 x 8.0"", ""transmissionType"": ""A"", ""engine_displacement"": ""3.5"", ""entertainmentScreen"": false, ""fuel_consumption_city"": null, ""fuel_consumption_highway"": null}","{""make"": ""Nissan"", ""trim"": ""SL"", ""year"": ""2024"", ""doors"": ""4"", ""model"": ""Pathfinder"", ""style"": ""SL 4dr SUV"", ""source"": ""DataOne"", ""body_type"": ""SUV"", ""fuel_type"": ""G"", ""oem_doors"": ""4"", ""drive_type"": ""FWD"", ""engine_code"": ""VQ35DD"", ""body_subtype"": null, ""model_number"": ""25514"", ""package_code"": null, ""vehicle_type"": ""SUV"", ""is_chrome_make"": true, ""oem_body_style"": ""SUV"", ""bed_length_foot"": null}","{""MSRP"": 44915, ""invoice"": 42160, ""estimatedPackagesMSRP"": 0, ""estimatedPackagesInvoice"": 0}"
