"make","model","trim","year","vin","highlights","basic_data","prices"
"Hyundai","Venue","Limited","2023","KMHRC8A33PU241412","{""doors"": ""4"", ""seats"": ""5"", ""carType"": [""Crossover"", ""Hatchback""], ""moonroof"": false, ""cylinders"": ""4"", ""cargoSpace"": """", ""drive_type"": ""Front Wheel Drive"", ""navigation"": true, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": true, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""17 X 6.5"", ""transmissionType"": ""CVT w/OD"", ""engine_displacement"": ""1.6"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""29"", ""fuel_consumption_highway"": ""33""}","{""make"": ""Hyundai"", ""trim"": ""Limited"", ""year"": ""2023"", ""doors"": ""4"", ""model"": ""Venue"", ""style"": ""Limited IVT"", ""source"": ""Chrome"", ""body_type"": ""IVT"", ""fuel_type"": ""Gasoline Fuel"", ""oem_doors"": ""4"", ""drive_type"": ""Front Wheel Drive"", ""engine_code"": """", ""body_subtype"": ""4-door Mid-Size Passenger Car"", ""model_number"": ""30442F45"", ""package_code"": """", ""vehicle_type"": ""Sport Utility"", ""is_chrome_make"": true, ""oem_body_style"": ""Sport Utility"", ""bed_length_foot"": """"}","{""MSRP"": 24795, ""invoice"": 24123, ""estimatedPackagesMSRP"": 560, ""estimatedPackagesInvoice"": 448}"
"Nissan","Pathfinder","SL","2024","5N1DR3CC0RC215559","{""doors"": ""4"", ""seats"": ""8"", ""carType"": [""SUV"", ""Small SUV""], ""moonroof"": false, ""cylinders"": ""6"", ""cargoSpace"": ""16.6"", ""drive_type"": ""AWD"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": false, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""18.0 x 8.0"", ""transmissionType"": ""A"", ""engine_displacement"": ""3.5"", ""entertainmentScreen"": false, ""fuel_consumption_city"": null, ""fuel_consumption_highway"": null}","{""make"": ""Nissan"", ""trim"": ""SL"", ""year"": ""2024"", ""doors"": ""4"", ""model"": ""Pathfinder"", ""style"": ""AWD SL 4dr SUV"", ""source"": ""DataOne"", ""body_type"": ""SUV"", ""fuel_type"": ""G"", ""oem_doors"": ""4"", ""drive_type"": ""AWD"", ""engine_code"": ""VQ35DD"", ""body_subtype"": null, ""model_number"": ""25614"", ""package_code"": null, ""vehicle_type"": ""SUV"", ""is_chrome_make"": true, ""oem_body_style"": ""SUV"", ""bed_length_foot"": null}","{""MSRP"": 47625, ""invoice"": 44639, ""estimatedPackagesMSRP"": 0, ""estimatedPackagesInvoice"": 0}"
"Nissan","Pathfinder","SL","2024","5N1DR3CC7RC209919","{""doors"": ""4"", ""seats"": ""8"", ""carType"": [""SUV"", ""Small SUV""], ""moonroof"": false, ""cylinders"": ""6"", ""cargoSpace"": ""16.6"", ""drive_type"": ""AWD"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": false, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""18.0 x 8.0"", ""transmissionType"": ""A"", ""engine_displacement"": ""3.5"", ""entertainmentScreen"": false, ""fuel_consumption_city"": null, ""fuel_consumption_highway"": null}","{""make"": ""Nissan"", ""trim"": ""SL"", ""year"": ""2024"", ""doors"": ""4"", ""model"": ""Pathfinder"", ""style"": ""AWD SL 4dr SUV"", ""source"": ""DataOne"", ""body_type"": ""SUV"", ""fuel_type"": ""G"", ""oem_doors"": ""4"", ""drive_type"": ""AWD"", ""engine_code"": ""VQ35DD"", ""body_subtype"": null, ""model_number"": ""25614"", ""package_code"": null, ""vehicle_type"": ""SUV"", ""is_chrome_make"": true, ""oem_body_style"": ""SUV"", ""bed_length_foot"": null}","{""MSRP"": 47970, ""invoice"": 44506, ""estimatedPackagesMSRP"": 0, ""estimatedPackagesInvoice"": 0}"
"Hyundai","Venue","Limited","2023","KMHRC8A33PU244987","{""doors"": ""4"", ""seats"": ""5"", ""carType"": [""Crossover"", ""Hatchback""], ""moonroof"": false, ""cylinders"": ""4"", ""cargoSpace"": """", ""drive_type"": ""Front Wheel Drive"", ""navigation"": true, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": true, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""17 X 6.5"", ""transmissionType"": ""CVT w/OD"", ""engine_displacement"": ""1.6"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""29"", ""fuel_consumption_highway"": ""33""}","{""make"": ""Hyundai"", ""trim"": ""Limited"", ""year"": ""2023"", ""doors"": ""4"", ""model"": ""Venue"", ""style"": ""Limited IVT"", ""source"": ""Chrome"", ""body_type"": ""IVT"", ""fuel_type"": ""Gasoline Fuel"", ""oem_doors"": ""4"", ""drive_type"": ""Front Wheel Drive"", ""engine_code"": """", ""body_subtype"": ""4-door Mid-Size Passenger Car"", ""model_number"": ""30442F45"", ""package_code"": """", ""vehicle_type"": ""Sport Utility"", ""is_chrome_make"": true, ""oem_body_style"": ""Sport Utility"", ""bed_length_foot"": """"}","{""MSRP"": 24680, ""invoice"": 24031, ""estimatedPackagesMSRP"": 650, ""estimatedPackagesInvoice"": 520}"
"Cadillac","Escalade","Premium Luxury","2023","1GYS4BKL9PR274619","{""doors"": ""4"", ""seats"": ""7"", ""carType"": [""Luxury"", ""SUV""], ""moonroof"": false, ""cylinders"": ""8"", ""cargoSpace"": """", ""drive_type"": ""Four Wheel Drive"", ""navigation"": true, ""seatCooling"": true, ""seatHeating"": true, ""keylessEntry"": true, ""headsupDisplay"": true, ""rearViewCamera"": true, ""wheel_diameter"": ""22"", ""transmissionType"": ""A"", ""engine_displacement"": ""6.2"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""14"", ""fuel_consumption_highway"": ""19""}","{""make"": ""Cadillac"", ""trim"": ""Premium Luxury"", ""year"": ""2023"", ""doors"": ""4"", ""model"": ""Escalade"", ""style"": ""4WD 4dr Premium Luxury"", ""source"": ""Chrome"", ""body_type"": ""4WD 4dr Premium Luxury"", ""fuel_type"": ""Gasoline Fuel"", ""oem_doors"": ""4"", ""drive_type"": ""Four Wheel Drive"", ""engine_code"": ""L87"", ""body_subtype"": ""4WD Sport Utility Vehicles"", ""model_number"": ""6K10706"", ""package_code"": """", ""vehicle_type"": ""Sport Utility"", ""is_chrome_make"": true, ""oem_body_style"": ""Sport Utility"", ""bed_length_foot"": """"}","{""MSRP"": 99725, ""invoice"": 95914, ""estimatedPackagesMSRP"": 6750, ""estimatedPackagesInvoice"": 6142.5}"
"Nissan","Pathfinder","SV","2024","5N1DR3BC4RC204937","{""doors"": ""4"", ""seats"": ""8"", ""carType"": [""SUV"", ""Small SUV""], ""moonroof"": false, ""cylinders"": ""6"", ""cargoSpace"": """", ""drive_type"": ""Four Wheel Drive"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": true, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""18 X 8"", ""transmissionType"": ""Automatic w/OD"", ""engine_displacement"": ""3.5"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""21"", ""fuel_consumption_highway"": ""27""}","{""make"": ""Nissan"", ""trim"": ""SV"", ""year"": ""2024"", ""doors"": ""4"", ""model"": ""Pathfinder"", ""style"": ""SV 4WD"", ""source"": ""Chrome"", ""body_type"": ""4WD"", ""fuel_type"": ""Gasoline Fuel"", ""oem_doors"": ""4"", ""drive_type"": ""Four Wheel Drive"", ""engine_code"": """", ""body_subtype"": ""4WD Sport Utility Vehicles"", ""model_number"": ""25214"", ""package_code"": """", ""vehicle_type"": ""Sport Utility"", ""is_chrome_make"": true, ""oem_body_style"": ""Sport Utility"", ""bed_length_foot"": """"}","{""MSRP"": 42755, ""invoice"": 40145, ""estimatedPackagesMSRP"": 890, ""estimatedPackagesInvoice"": 765}"
"Mercedes-Benz","CLA","CLA 250 4MATIC","2023","W1K5J4HB4PN330954","{""doors"": ""4"", ""seats"": ""5"", ""carType"": [""Luxury"", ""Compact"", ""Sedan"", ""Small Sedan""], ""moonroof"": true, ""cylinders"": ""4"", ""cargoSpace"": ""11.6"", ""drive_type"": ""AWD"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": false, ""keylessEntry"": true, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""18.0 x 7.5"", ""transmissionType"": ""A"", ""engine_displacement"": ""2.0"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""24"", ""fuel_consumption_highway"": ""33""}","{""make"": ""Mercedes-Benz"", ""trim"": ""CLA 250 4MATIC"", ""year"": ""2023"", ""doors"": ""4"", ""model"": ""CLA"", ""style"": ""AWD CLA 250 4MATIC 4dr Coupe"", ""source"": ""DataOne"", ""body_type"": ""Sedan"", ""fuel_type"": ""G"", ""oem_doors"": ""4"", ""drive_type"": ""AWD"", ""engine_code"": null, ""body_subtype"": null, ""model_number"": ""CLA250C4"", ""package_code"": null, ""vehicle_type"": ""Car"", ""is_chrome_make"": false, ""oem_body_style"": ""Coupe"", ""bed_length_foot"": null}","{""MSRP"": 50715, ""invoice"": 48179, ""estimatedPackagesMSRP"": 0, ""estimatedPackagesInvoice"": 0}"
"Ram","1500","Limited","2023","1C6SRFHTXPN596688","{""doors"": ""4"", ""seats"": ""5"", ""carType"": [""Luxury"", ""Truck""], ""moonroof"": false, ""cylinders"": ""8"", ""cargoSpace"": """", ""drive_type"": ""Four Wheel Drive"", ""navigation"": true, ""seatCooling"": true, ""seatHeating"": true, ""keylessEntry"": true, ""headsupDisplay"": true, ""rearViewCamera"": true, ""wheel_diameter"": ""22 X 9"", ""transmissionType"": ""Automatic w/OD"", ""engine_displacement"": ""5.7"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""17"", ""fuel_consumption_highway"": ""22""}","{""make"": ""Ram"", ""trim"": ""Limited"", ""year"": ""2023"", ""doors"": ""4"", ""model"": ""1500"", ""style"": ""Limited 4x4 Crew Cab 57\"" Box"", ""source"": ""Chrome"", ""body_type"": ""Limited 4x4 Crew Cab 57\"" Box"", ""fuel_type"": ""Gasoline/Mild Electric Hybrid"", ""oem_doors"": ""4"", ""drive_type"": ""Four Wheel Drive"", ""engine_code"": ""EZL"", ""body_subtype"": ""4WD Standard Pickup Trucks"", ""model_number"": ""DT6M98"", ""package_code"": """", ""vehicle_type"": ""Crew Cab Pickup - Short Bed"", ""is_chrome_make"": true, ""oem_body_style"": ""Crew Cab Pickup - Short Bed"", ""bed_length_foot"": """"}","{""MSRP"": 82760, ""invoice"": 76555, ""estimatedPackagesMSRP"": 15375, ""estimatedPackagesInvoice"": 14148}"
"Nissan","Pathfinder","SL","2024","5N1DR3CC0RC201550","{""doors"": ""4"", ""seats"": ""8"", ""carType"": [""SUV"", ""Small SUV""], ""moonroof"": false, ""cylinders"": ""6"", ""cargoSpace"": """", ""drive_type"": ""Four Wheel Drive"", ""navigation"": true, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": true, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""18 X 8"", ""transmissionType"": ""Automatic w/OD"", ""engine_displacement"": ""3.5"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""20"", ""fuel_consumption_highway"": ""25""}","{""make"": ""Nissan"", ""trim"": ""SL"", ""year"": ""2024"", ""doors"": ""4"", ""model"": ""Pathfinder"", ""style"": ""SL 4WD"", ""source"": ""Chrome"", ""body_type"": ""SL 4WD"", ""fuel_type"": ""Gasoline Fuel"", ""oem_doors"": ""4"", ""drive_type"": ""Four Wheel Drive"", ""engine_code"": """", ""body_subtype"": ""4WD Sport Utility Vehicles"", ""model_number"": ""25614"", ""package_code"": """", ""vehicle_type"": ""Sport Utility"", ""is_chrome_make"": true, ""oem_body_style"": ""Sport Utility"", ""bed_length_foot"": """"}","{""MSRP"": 47205, ""invoice"": 44279, ""estimatedPackagesMSRP"": 0, ""estimatedPackagesInvoice"": 0}"
"Mercedes-Benz","GLC","GLC 300 4MATIC","2022","W1N0G8EB3NG119575","{""doors"": ""4"", ""seats"": ""5"", ""carType"": [""Luxury"", ""Crossover"", ""Small SUV"", ""SUV""], ""moonroof"": false, ""cylinders"": ""4"", ""cargoSpace"": ""19.4"", ""drive_type"": ""AWD"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": false, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""18.0 x 8.0"", ""transmissionType"": ""A"", ""engine_displacement"": ""2.0"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""21"", ""fuel_consumption_highway"": ""28""}","{""make"": ""Mercedes-Benz"", ""trim"": ""GLC 300 4MATIC"", ""year"": ""2022"", ""doors"": ""4"", ""model"": ""GLC"", ""style"": ""AWD GLC 300 4MATIC 4dr SUV"", ""source"": ""DataOne"", ""body_type"": ""SUV"", ""fuel_type"": ""G"", ""oem_doors"": ""4"", ""drive_type"": ""AWD"", ""engine_code"": null, ""body_subtype"": null, ""model_number"": ""GLC300W4"", ""package_code"": null, ""vehicle_type"": ""SUV"", ""is_chrome_make"": false, ""oem_body_style"": ""SUV"", ""bed_length_foot"": null}","{""MSRP"": 50910, ""invoice"": 48908, ""estimatedPackagesMSRP"": 0, ""estimatedPackagesInvoice"": 0}"
"Mercedes-Benz","GLC","GLC 300 4MATIC","2022","W1N0G8EB3NG120757","{""doors"": ""4"", ""seats"": ""5"", ""carType"": [""Luxury"", ""Crossover"", ""Small SUV"", ""SUV""], ""moonroof"": false, ""cylinders"": ""4"", ""cargoSpace"": ""19.4"", ""drive_type"": ""AWD"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": false, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""18.0 x 8.0"", ""transmissionType"": ""A"", ""engine_displacement"": ""2.0"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""21"", ""fuel_consumption_highway"": ""28""}","{""make"": ""Mercedes-Benz"", ""trim"": ""GLC 300 4MATIC"", ""year"": ""2022"", ""doors"": ""4"", ""model"": ""GLC"", ""style"": ""AWD GLC 300 4MATIC 4dr SUV"", ""source"": ""DataOne"", ""body_type"": ""SUV"", ""fuel_type"": ""G"", ""oem_doors"": ""4"", ""drive_type"": ""AWD"", ""engine_code"": null, ""body_subtype"": null, ""model_number"": ""GLC300W4"", ""package_code"": null, ""vehicle_type"": ""SUV"", ""is_chrome_make"": false, ""oem_body_style"": ""SUV"", ""bed_length_foot"": null}","{""MSRP"": 50910, ""invoice"": 48908, ""estimatedPackagesMSRP"": 0, ""estimatedPackagesInvoice"": 0}"
"Toyota","Tundra","1794 Edition HV","2022","5TFMC5EC0NX001964","{""doors"": ""4"", ""seats"": ""5"", ""carType"": [""hybrid_electric"", ""Truck""], ""moonroof"": true, ""cylinders"": ""6"", ""cargoSpace"": null, ""drive_type"": ""4X4"", ""navigation"": true, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": false, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""20.0"", ""transmissionType"": ""A"", ""engine_displacement"": ""3.4"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""17"", ""fuel_consumption_highway"": ""23""}","{""make"": ""Toyota"", ""trim"": ""1794 Edition HV"", ""year"": ""2022"", ""doors"": ""4"", ""model"": ""Tundra"", ""style"": ""4x4 1794 Edition HV 4dr CrewMax Cab Pickup LB"", ""source"": ""DataOne"", ""body_type"": ""Pickup"", ""fuel_type"": ""Y"", ""oem_doors"": ""4"", ""drive_type"": ""4X4"", ""engine_code"": null, ""body_subtype"": ""Crew Cab"", ""model_number"": ""8433"", ""package_code"": null, ""vehicle_type"": ""Truck"", ""is_chrome_make"": false, ""oem_body_style"": ""CrewMax"", ""bed_length_foot"": 6.47}","{""MSRP"": 71355, ""invoice"": 66785, ""estimatedPackagesMSRP"": 0, ""estimatedPackagesInvoice"": 0}"
"Jeep","Grand Cherokee L","Limited","2023","1C4RJKBG0P8834209","{""doors"": ""4"", ""seats"": ""6"", ""carType"": [""SUV""], ""moonroof"": false, ""cylinders"": ""6"", ""cargoSpace"": """", ""drive_type"": ""Four Wheel Drive"", ""navigation"": true, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": true, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""18 X 8"", ""transmissionType"": ""Automatic w/OD"", ""engine_displacement"": ""3.6"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""18"", ""fuel_consumption_highway"": ""25""}","{""make"": ""Jeep"", ""trim"": ""Limited"", ""year"": ""2023"", ""doors"": ""4"", ""model"": ""Grand Cherokee L"", ""style"": ""Limited 4x4"", ""source"": ""Chrome"", ""body_type"": ""Limited 4x4"", ""fuel_type"": ""Gasoline Fuel"", ""oem_doors"": ""4"", ""drive_type"": ""Four Wheel Drive"", ""engine_code"": ""ERC"", ""body_subtype"": ""4WD Sport Utility Vehicles"", ""model_number"": ""WLJP75"", ""package_code"": """", ""vehicle_type"": ""Sport Utility"", ""is_chrome_make"": true, ""oem_body_style"": ""Sport Utility"", ""bed_length_foot"": """"}","{""MSRP"": 56980, ""invoice"": 55399, ""estimatedPackagesMSRP"": 3330, ""estimatedPackagesInvoice"": 2997}"
"Nissan","Pathfinder","SV","2024","5N1DR3BCXRC209947","{""doors"": ""4"", ""seats"": ""8"", ""carType"": [""SUV"", ""Small SUV""], ""moonroof"": false, ""cylinders"": ""6"", ""cargoSpace"": """", ""drive_type"": ""Four Wheel Drive"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": true, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""18 X 8"", ""transmissionType"": ""Automatic w/OD"", ""engine_displacement"": ""3.5"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""21"", ""fuel_consumption_highway"": ""27""}","{""make"": ""Nissan"", ""trim"": ""SV"", ""year"": ""2024"", ""doors"": ""4"", ""model"": ""Pathfinder"", ""style"": ""SV 4WD"", ""source"": ""Chrome"", ""body_type"": ""4WD"", ""fuel_type"": ""Gasoline Fuel"", ""oem_doors"": ""4"", ""drive_type"": ""Four Wheel Drive"", ""engine_code"": """", ""body_subtype"": ""4WD Sport Utility Vehicles"", ""model_number"": ""25214"", ""package_code"": """", ""vehicle_type"": ""Sport Utility"", ""is_chrome_make"": true, ""oem_body_style"": ""Sport Utility"", ""bed_length_foot"": """"}","{""MSRP"": 43570, ""invoice"": 40860, ""estimatedPackagesMSRP"": 1705, ""estimatedPackagesInvoice"": 1473}"
"Mercedes-Benz","GLC","GLC 300 4MATIC","2022","W1N0G8EB3NV396254","{""doors"": ""4"", ""seats"": ""5"", ""carType"": [""Luxury"", ""Crossover"", ""Small SUV"", ""SUV""], ""moonroof"": false, ""cylinders"": ""4"", ""cargoSpace"": ""19.4"", ""drive_type"": ""AWD"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": false, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""18.0 x 8.0"", ""transmissionType"": ""A"", ""engine_displacement"": ""2.0"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""21"", ""fuel_consumption_highway"": ""28""}","{""make"": ""Mercedes-Benz"", ""trim"": ""GLC 300 4MATIC"", ""year"": ""2022"", ""doors"": ""4"", ""model"": ""GLC"", ""style"": ""AWD GLC 300 4MATIC 4dr SUV"", ""source"": ""DataOne"", ""body_type"": ""SUV"", ""fuel_type"": ""G"", ""oem_doors"": ""4"", ""drive_type"": ""AWD"", ""engine_code"": null, ""body_subtype"": null, ""model_number"": ""GLC300W4"", ""package_code"": null, ""vehicle_type"": ""SUV"", ""is_chrome_make"": false, ""oem_body_style"": ""SUV"", ""bed_length_foot"": null}","{""MSRP"": 49360, ""invoice"": 47443, ""estimatedPackagesMSRP"": 0, ""estimatedPackagesInvoice"": 0}"
"Mercedes-Benz","GLC","GLC 300 4MATIC","2022","W1N0G8EB5NV396112","{""doors"": ""4"", ""seats"": ""5"", ""carType"": [""Luxury"", ""Crossover"", ""Small SUV"", ""SUV""], ""moonroof"": false, ""cylinders"": ""4"", ""cargoSpace"": ""19.4"", ""drive_type"": ""AWD"", ""navigation"": false, ""seatCooling"": false, ""seatHeating"": true, ""keylessEntry"": false, ""headsupDisplay"": false, ""rearViewCamera"": true, ""wheel_diameter"": ""18.0 x 8.0"", ""transmissionType"": ""A"", ""engine_displacement"": ""2.0"", ""entertainmentScreen"": false, ""fuel_consumption_city"": ""21"", ""fuel_consumption_highway"": ""28""}","{""make"": ""Mercedes-Benz"", ""trim"": ""GLC 300 4MATIC"", ""year"": ""2022"", ""doors"": ""4"", ""model"": ""GLC"", ""style"": ""AWD GLC 300 4MATIC 4dr SUV"", ""source"": ""DataOne"", ""body_type"": ""SUV"", ""fuel_type"": ""G"", ""oem_doors"": ""4"", ""drive_type"": ""AWD"", ""engine_code"": null, ""body_subtype"": null, ""model_number"": ""GLC300W4"", ""package_code"": null, ""vehicle_type"": ""SUV"", ""is_chrome_make"": false, ""oem_body_style"": ""SUV"", ""bed_length_foot"": null}","{""MSRP"": 50910, ""invoice"": 48908, ""estimatedPackagesMSRP"": 0, ""estimatedPackagesInvoice"": 0}"
